"","obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","meas.type"
"192",192,1663341756.5,3790.40000009537,2022-09-16 10:22:36,10:22:36,5,"136","gibson",1663341748.65517,0.00519780345450314,5.19780345450315,14.9646261236861,399.709257190599,302.952092671492,27.4666447988645,36.2389712949663,0.291563447845648,2.75834516141342,0.275460051360145,0.173535200240389,241.741247586207,27.525504222885,26.6171,3.49945487212988,50.0515432908302,1.83904744903482,3.67430718039767,1.66040742309506,-229.223132343589,123.480890335172,9.66422706856794,145.663232646358,14.7870641010176,5.19797260297579,14.9646261236861,426.171700321636,407.983309090909,-0.00493595857602711,67.0308063380472,5.19780345450315,14.1753407686917,20.284824251806,2.95448282387173e-05,103.549961004967,3,1,1,0,48098,1499.97655172414,1261.19532413793,0.840810026455586,0.161163351059281,6,0.5,"0: Broadleaf",2,TRUE,1663341748.65517,399.709275862069,419.943206896552,20.2843586206897,14.1744517241379,399.375137931034,20.1403620689655,500.092896551724,90.5633172413793,0.100010272413793,27.4474586206896,26.6171,999.9,0,0,9997.96482758621,0,174.408379310345,-20.2339068965517,407.984931034483,425.981103448276,6.10991448275862,419.943206896552,14.1744517241379,1.83701827586207,1.28368482758621,16.1053965517241,10.6091827586207,1499.97655172414,0.973001068965517,0.0269988413793103,0,2.69250689655172,0,11592.1655172414,12499.5689655172,42.458724137931,44.8163448275862,43.812,43.1527931034483,42.2842068965517,1459.47586206897,40.5006896551724,0,1663341756.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-20.3627634146341,0.688345383637064,0.162055110704395,0,6.10962658536585,0.00921929745875912,0.00178522063916973,1,1,2,"1/2",2.84435,2.71047,0.0875315,0.0903877,0.0909632,0.0701265,25462.5,22208.8,24979,23786.4,38792.8,36623.9,45197.3,42447.9,1.76155,1.82628,0.00505149,0,26.5243,999.9,47.027,31.874,24.62,54.2618,44.6434,1,0.139733,1.32202,20.2411,5.23391,11.992,4.9555,3.30373,9999,9999,540.1,9999,1.86828,1.864,1.87151,1.86249,1.86188,1.86829,1.85852,1.8648,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.334,0.144,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722362.6,27722362.6,1.01318,2.37549,1.44775,2.30835,1.44409,2.40479,36.4343,15.603,18,427.13,452.838,24.9987,29.299,30,29.1788,29.1566,20.2859,56.5787,0,25,399.763,14.1386,95.6281,99.7839,"post_heatwave"
"193",193,1663341761.5,3795.40000009537,2022-09-16 10:22:41,10:22:41,5,"136","gibson",1663341753.73214,0.00519704549970774,5.19704549970774,14.6749617851087,399.262695750822,304.241829093944,27.583435505801,36.198299395296,0.291826768519539,2.75618655838695,0.275683252104624,0.173678002297492,241.740887357143,27.5194839283553,26.6099392857143,3.49797917548194,50.0728534852547,1.83915382735356,3.67295590193427,1.65882534812838,-229.189706537111,123.51458635671,9.67378501895899,145.7395521957,12.6189903328581,5.19720337968727,14.6749617851087,418.656608766374,404.618563636364,-0.786992345416737,67.0308063380472,5.19704549970774,14.1757744977719,20.2850075335397,-1.14787925580892e-05,103.549961004967,3,1,1,0,47575,1499.97428571429,1261.19342142857,0.840810028171912,0.161163354371789,6,0.5,"0: Broadleaf",2,TRUE,1663341753.73214,399.262714285714,416.89325,20.2856357142857,14.1763071428571,398.928571428571,20.1415928571429,500.065571428571,90.5628142857143,0.100049489285714,27.441175,26.6099392857143,999.9,0,0,9985.25964285714,0,174.561857142857,-17.6304146428571,407.529678571429,422.888071428571,6.10932857142857,416.89325,14.1763071428571,1.83712357142857,1.28384642857143,16.1062892857143,10.6110607142857,1499.97428571429,0.973000428571429,0.0269995714285714,0,2.67407142857143,0,11603.9428571429,12499.55,42.446,44.812,43.812,43.1338214285714,42.2765714285714,1459.47357142857,40.5007142857143,0,1663341761.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-18.39584275,28.4397817260788,3.52280092433208,0,6.10925975,-0.00616446529080942,0.00176165474412559,1,1,2,"1/2",2.84439,2.7099,0.0868706,0.0881524,0.0909571,0.0701288,25480.7,22263.5,24978.8,23786.6,38793.2,36623.9,45197.5,42448.2,1.7616,1.82623,0.00562519,0,26.5102,999.9,47.027,31.894,24.648,54.9618,44.7716,1,0.139741,1.31573,20.2411,5.23331,11.992,4.95575,3.3038,9999,9999,540.1,9999,1.86827,1.864,1.87152,1.86249,1.86188,1.86829,1.85852,1.8648,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.334,0.1439,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722362.7,27722362.7,0.985107,2.40112,1.44775,2.30835,1.44409,2.27417,36.4343,15.5855,18,427.159,452.807,24.9986,29.2972,30,29.1788,29.1566,19.6246,56.5787,0,25,379.589,14.1386,95.6282,99.7845,"post_heatwave"
"194",194,1663341766.5,3800.40000009537,2022-09-16 10:22:46,10:22:46,5,"136","gibson",1663341759,0.00519201884667472,5.19201884667472,14.3053912526794,396.505611675445,303.659583628209,27.5306888563516,35.9483883051073,0.291775479468835,2.75767168695049,0.275645643805847,0.173653381158943,241.743063666667,27.5126477364971,26.6029148148148,3.4965320841368,50.0945410611066,1.83906806415017,3.67119455572381,1.65746401998662,-228.968031138355,123.407336108838,9.65944482186963,145.841813459019,8.04957046323407,5.19548909508882,14.3053912526794,403.814870902526,395.586418181818,-1.89034496956979,67.0308063380472,5.19201884667472,14.1785546205977,20.2819892672859,-2.48115600897377e-05,103.549961004967,3,1,1,0,47835,1499.98777777778,1261.20476666667,0.840810028822457,0.161163355627342,6,0.5,"0: Broadleaf",2,TRUE,1663341759,396.50562962963,408.635555555555,20.2846592592593,14.1773481481481,396.172,20.1406555555556,500.066259259259,90.5631222222222,0.099877862962963,27.4329814814815,26.6029148148148,999.9,0,0,9994.00407407407,0,174.767037037037,-12.1297474074074,404.715185185185,414.512111111111,6.10730555555556,408.635555555555,14.1773481481481,1.83704148148148,1.28394555555556,16.1055888888889,10.6122222222222,1499.98777777778,0.972999925925926,0.0270001444444444,0,2.6980962962963,0,11595.437037037,12499.6592592593,42.437,44.812,43.812,43.111,42.2683703703704,1459.48666666667,40.5011111111111,0,1663341766.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-15.36096775,58.0847264915573,6.11216333682948,0,6.10837025,-0.0219267917448438,0.00263047380475465,1,1,2,"1/2",2.84447,2.71039,0.085288,0.0854234,0.0909566,0.0701298,25524.9,22329.8,24978.8,23786.2,38793.2,36623.1,45197.6,42447.4,1.76152,1.82635,0.00640005,0,26.4945,999.9,47.027,31.894,24.6487,54.1918,44.8357,1,0.139647,1.30834,20.2413,5.23346,11.992,4.95575,3.30393,9999,9999,540.1,9999,1.86829,1.86401,1.87153,1.86249,1.86189,1.86829,1.85852,1.8648,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.331,0.1439,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722362.8,27722362.8,0.947266,2.38037,1.44775,2.30835,1.44409,2.39746,36.4578,15.5943,18,427.116,452.885,24.9985,29.2966,29.9999,29.1788,29.1566,18.9813,56.5787,0,25,366.138,14.1386,95.6281,99.7827,"post_heatwave"
"195",195,1663341771.5,3805.40000009537,2022-09-16 10:22:51,10:22:51,5,"136","gibson",1663341763.71429,0.00518910299684737,5.18910299684737,13.9443815210966,390.346803951649,299.78257803602,27.179344221942,35.3902158692558,0.291930333827074,2.75849765182163,0.27578842867197,0.173743634245798,241.743395357143,27.5062125844711,26.5936464285714,3.49462352997946,50.1116448452013,1.83891881730333,3.66964369855327,1.65570471267614,-228.839442160969,123.749343594604,9.68251641119906,146.335813201976,2.6234458811544,5.19332155290032,13.9443815210966,386.805927943986,382.665539393939,-2.64140172227972,67.0308063380472,5.18910299684737,14.1780766630456,20.2778543859649,1.49990353984059e-05,103.549961004967,3,1,1,0,47878,1499.99,1261.20662142857,0.840810019685845,0.161163337993682,6,0.5,"0: Broadleaf",2,TRUE,1663341763.71429,390.346821428571,395.926892857143,20.2828964285714,14.1780785714286,390.014357142857,20.1389642857143,500.062678571429,90.5635714285714,0.0999501142857143,27.4257642857143,26.5936464285714,999.9,0,0,9998.83857142857,0,174.984214285714,-5.57995800714286,398.428214285714,401.621107142857,6.10481607142857,395.926892857143,14.1780785714286,1.83689178571429,1.2840175,16.1043071428571,10.6130678571429,1499.99,0.972999892857143,0.0270001821428571,0,2.621025,0,11590.8892857143,12499.6678571429,42.4192857142857,44.812,43.812,43.09125,42.2588571428571,1459.48928571429,40.5007142857143,0,1663341771.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-9.07016988,84.1704289305816,8.17373381394049,0,6.1063275,-0.031699812382754,0.00324264147725282,1,1,2,"1/2",2.84433,2.71003,0.0830606,0.0825632,0.0909363,0.0701279,25587.1,22399.9,24978.8,23786.5,38793.9,36623.3,45197.5,42447.5,1.7614,1.82638,0.00555441,0,26.4797,999.9,47.003,31.904,24.6488,54.9818,44.4752,1,0.139444,1.30089,20.2413,5.23361,11.992,4.9547,3.30393,9999,9999,540.1,9999,1.86828,1.86401,1.87152,1.86249,1.86188,1.86829,1.85852,1.86481,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.329,0.1437,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722362.9,27722362.9,0.916748,2.38159,1.44775,2.30713,1.44409,2.41699,36.4578,15.5943,18,427.044,452.882,24.9984,29.2959,29.9998,29.1787,29.1541,18.4039,56.5787,0,25,346.023,14.1386,95.6281,99.7835,"post_heatwave"
"196",196,1663341776.5,3810.40000009537,2022-09-16 10:22:56,10:22:56,5,"136","gibson",1663341769,0.00519187835426699,5.191878354267,13.6440758715356,379.356390280994,290.979471378066,26.3815676630452,34.3942348620302,0.292513713722033,2.75879083265996,0.276310771701382,0.174075167901607,241.743928888889,27.4983441001974,26.5821111111111,3.4922494379226,50.1277363896042,1.83874467122556,3.66811829868881,1.65350476669704,-228.961835423175,124.42197261738,9.73320353962672,146.937269622721,-2.0878434164488,5.19191083463156,13.6440758715356,370.50386004348,368.106351515152,-2.92481906363096,67.0308063380472,5.191878354267,14.178152158333,20.2813989680083,-3.75599928561653e-05,103.549961004967,3,1,1,0,47798,1499.99333333333,1261.20942222222,0.840810018414897,0.161163335540751,6,0.5,"0: Broadleaf",2,TRUE,1663341769,379.356407407407,379.214518518519,20.2807111111111,14.1777037037037,379.025851851852,20.136862962963,500.076259259259,90.5647481481482,0.0999559222222222,27.418662962963,26.5821111111111,999.9,0,0,10000.4425925926,0,175.10637037037,0.14183502962963,387.20937037037,384.668296296296,6.10300259259259,379.214518518519,14.1777037037037,1.83671740740741,1.28399962962963,16.1028259259259,10.6128703703704,1499.99333333333,0.972999555555556,0.0270005666666667,0,2.63432962962963,0,11595.6740740741,12499.6888888889,42.397962962963,44.8005185185185,43.812,43.0644444444444,42.25,1459.49259259259,40.5007407407407,0,1663341776.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-4.39866888,71.553924801501,7.10116740813142,0,6.10424925,-0.0242702814258957,0.00256638499401398,1,1,2,"1/2",2.84469,2.71049,0.0805543,0.0798156,0.090957,0.0701304,25657.4,22467.2,24979.2,23786.8,38793.8,36623.9,45198.4,42448.4,1.76182,1.82588,0.00663102,0,26.4654,999.9,46.978,31.914,24.6473,55.1418,44.403,1,0.139103,1.29364,20.2413,5.23316,11.992,4.9557,3.30393,9999,9999,540.1,9999,1.86827,1.86401,1.87151,1.86249,1.86188,1.86829,1.85852,1.86481,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.327,0.1439,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722362.9,27722362.9,0.88501,2.40479,1.44775,2.30835,1.44409,2.33643,36.4578,15.5943,18,427.27,452.569,24.9984,29.294,30,29.1763,29.1541,17.7053,56.5787,0,25,332.575,14.1386,95.6299,99.7852,"post_heatwave"
"197",197,1663341781.5,3815.40000009537,2022-09-16 10:23:01,10:23:01,5,"136","gibson",1663341773.71429,0.0051895830559998,5.18958305599981,13.0949694460626,366.915340772853,282.000410106954,25.5675814364606,33.2663979174308,0.292453404178278,2.75915178527669,0.276258937075694,0.174042072730165,241.744799678571,27.4923724974337,26.5799142857143,3.49179746735883,50.1459557378886,1.83870244385791,3.66670136564702,1.65309502350091,-228.860612769591,123.783470060456,9.68156241987107,146.349219389308,-4.44490365542939,5.19147210293076,13.0949694460626,354.221787654672,353.021242424242,-3.03357013060738,67.0308063380472,5.18958305599981,14.1771382431109,20.2771749226006,3.95899348528889e-05,103.549961004967,3,1,1,0,47984,1499.99892857143,1261.21411071429,0.840810007721434,0.161163314902368,6,0.5,"0: Broadleaf",2,TRUE,1663341773.71429,366.915357142857,363.867714285714,20.2801678571429,14.1776321428571,366.586821428571,20.1363357142857,500.072928571429,90.5650464285714,0.100004117857143,27.4120642857143,26.5799142857143,999.9,0,0,10002.5446428571,0,175.442678571429,3.04740163571429,374.510464285714,369.100892857143,6.10253107142857,363.867714285714,14.1776321428571,1.83667392857143,1.28399678571429,16.1024535714286,10.6128392857143,1499.99892857143,0.972999714285714,0.0270003857142857,0,2.61037142857143,0,11555.3035714286,12499.7357142857,42.3794285714286,44.7832142857143,43.8075714285714,43.0354285714286,42.2455,1459.49857142857,40.5003571428571,0,1663341781.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,1.17522012,37.2439978761726,3.793914420047,0,6.1029735,-0.00877688555347854,0.00193486633905291,1,1,2,"1/2",2.84418,2.71018,0.0779036,0.0768853,0.0909406,0.0701284,25731.1,22539,24978.9,23787.1,38794.3,36624.2,45198.3,42448.8,1.76155,1.82628,0.00750273,0,26.4531,999.9,46.978,31.914,24.6497,54.5218,44.8838,1,0.139139,1.28918,20.2414,5.23346,11.992,4.95545,3.30385,9999,9999,540.1,9999,1.86829,1.86401,1.87152,1.86249,1.86188,1.86829,1.85852,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.325,0.1437,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722363,27722363,0.85083,2.39258,1.44775,2.30713,1.44409,2.35352,36.4814,15.5855,18,427.113,452.818,24.9988,29.2926,30,29.1763,29.1541,17.0667,56.5787,0,25,312.308,14.1386,95.6293,99.7862,"post_heatwave"
"198",198,1663341786.5,3820.40000009537,2022-09-16 10:23:06,10:23:06,5,"136","gibson",1663341779,0.00519477020253883,5.19477020253884,12.3980144330175,351.66357705069,271.270390985786,24.5947052719278,31.8835461585145,0.292983512206935,2.75942267285243,0.27673353461965,0.174343306027883,241.742999333333,27.4857827872027,26.5742444444444,3.49063120129909,50.1613705066401,1.83871356568885,3.66559674729272,1.65191763561024,-229.089365931963,123.873587255926,9.68713584196818,146.214356499265,-5.93695681419596,5.19173033229923,12.3980144330175,337.512576944051,337.510757575757,-3.1056659117794,67.0308063380472,5.19477020253884,14.1777379591166,20.2842494324045,-2.21639850691752e-05,103.549961004967,3,1,1,0,47843,1499.98777777778,1261.20473333333,0.840810006600054,0.161163312738104,6,0.5,"0: Broadleaf",2,TRUE,1663341779,351.663592592593,346.730888888889,20.2803222222222,14.1775259259259,351.337592592593,20.1364888888889,500.07637037037,90.5648925925926,0.100016255555556,27.4069185185185,26.5742444444444,999.9,0,0,10004.1640740741,0,175.662814814815,4.93252888888889,358.943037037037,351.717444444444,6.10279037037037,346.730888888889,14.1775259259259,1.83668518518519,1.28398555555556,16.1025481481481,10.6127037037037,1499.98777777778,0.972999740740741,0.0270003555555555,0,2.63682222222222,0,11490.9259259259,12499.6407407407,42.375,44.7614814814815,43.7982222222222,43.0137777777778,42.229,1459.48777777778,40.5,0,1663341786.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,3.46708637,23.2746341223265,2.30836004288892,0,6.10272725,-0.00092746716698604,0.00194738669439331,1,1,2,"1/2",2.84446,2.71022,0.0751356,0.0738479,0.0909591,0.070132,25808.4,22613.5,24979,23787.4,38793.1,36624.1,45197.9,42448.9,1.7618,1.82593,0.00749528,0,26.443,999.9,46.954,31.914,24.6377,54.2918,44.9199,1,0.139045,1.28598,20.2416,5.23316,11.992,4.95565,3.30385,9999,9999,540.1,9999,1.86829,1.86401,1.87151,1.86249,1.86188,1.86829,1.85852,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.322,0.1439,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722363.1,27722363.1,0.81665,2.38037,1.44775,2.30835,1.44409,2.43286,36.4814,15.5943,18,427.256,452.6,24.9991,29.2915,29.9999,29.1763,29.1541,16.3438,56.5787,0,25,298.889,14.1386,95.6289,99.7868,"post_heatwave"
"199",199,1663341791,3824.90000009537,2022-09-16 10:23:11,10:23:11,5,"136","gibson",1663341783.44444,0.00519537115176301,5.19537115176301,12.0174824901111,338.332503298103,260.511574257502,23.6190695766314,30.6746406880755,0.293107520857709,2.75969778362406,0.276845718976025,0.174414405994794,241.745304666667,27.4842173789519,26.5725592592593,3.49028463031011,50.1694190501146,1.83885704550066,3.66529467615284,1.65142758480945,-229.115867792749,123.927265295351,9.69021761072736,146.246919779996,-6.93099698396159,5.19284278447427,12.0174824901111,322.283531007542,323.164824242424,-3.19212664052486,67.0308063380472,5.19537115176301,14.17742467498,20.2843306501548,2.46929595746133e-05,103.549961004967,3,1,1,0,47346,1500.00222222222,1261.21686666667,0.840809998800002,0.161163297684003,6,0.5,"0: Broadleaf",2,TRUE,1663341783.44444,338.332518518518,332.124518518519,20.2820666666667,14.1779333333333,338.008666666667,20.1381666666667,500.073074074074,90.5641666666667,0.100018385185185,27.4055111111111,26.5725592592593,999.9,0,0,10005.8718518519,0,175.828888888889,6.20795888888889,345.336666666667,336.901074074074,6.10413407407407,332.124518518519,14.1779333333333,1.83682888888889,1.28401222222222,16.1037740740741,10.6130111111111,1500.00222222222,0.973000111111111,0.0269999333333333,0,2.59698518518519,0,11408.0148148148,12499.7666666667,42.368,44.7522962962963,43.7798518518519,42.9976666666667,42.2173333333333,1459.50222222222,40.5,0,1663341791.1,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,5.04206682926829,17.7124189547038,1.74949658569633,0,6.10310219512195,0.0162556097560984,0.00228411109058264,1,1,2,"1/2",2.84432,2.70967,0.0725293,0.0710437,0.0909542,0.0701316,25881.2,22681.6,24979.1,23787,38793.4,36623.6,45198,42448.4,1.76152,1.8261,0.00821054,0,26.4369,999.9,46.954,31.934,24.6662,54.9918,44.5393,1,0.138974,1.28419,20.2415,5.23331,11.992,4.9558,3.30387,9999,9999,540.1,9999,1.86828,1.86401,1.87153,1.86249,1.86188,1.86829,1.85852,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.32,0.1439,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722363.2,27722363.2,0.783691,2.38647,1.44775,2.30835,1.44409,2.40967,36.4814,15.5943,18,427.096,452.693,24.9994,29.2892,29.9999,29.1758,29.1519,15.745,56.5787,0,25,285.481,14.1386,95.6292,99.7854,"post_heatwave"
"200",200,1663341796.5,3830.40000009537,2022-09-16 10:23:16,10:23:16,5,"136","gibson",1663341788.73214,0.0051889957559443,5.1889957559443,11.3069201038445,322.052557257021,248.684516280558,22.5467749300331,29.1986273722155,0.292899270810565,2.75929512509441,0.276657652468251,0.174295184385802,241.74609,27.4848671206577,26.568025,3.48935227501009,50.1717262908039,1.8388212031391,3.66505468135773,1.650531071871,-228.834712837144,124.417345407909,9.72968315799514,147.05840572876,-7.88769301810196,5.19222435117215,11.3069201038445,303.651362729308,305.526218181818,-3.21859036700726,67.0308063380472,5.1889957559443,14.1785945172883,20.2787696594427,-2.60229261294643e-05,103.549961004967,3,1,1,0,47855,1500.00714285714,1261.221,0.840809996142875,0.16116329255575,6,0.5,"0: Broadleaf",2,TRUE,1663341788.73214,322.052571428571,314.594607142857,20.281675,14.1779178571429,321.731178571429,20.1377964285714,500.044535714286,90.5643,0.0998686714285714,27.4043928571429,26.568025,999.9,0,0,10003.475,0,175.071821428571,7.45808392857143,328.719607142857,319.118892857143,6.10377,314.594607142857,14.1779178571429,1.83679642857143,1.2840125,16.1034928571429,10.6130107142857,1500.00714285714,0.973000071428572,0.0269999785714286,0,2.63698214285714,0,11311.7964285714,12499.8071428571,42.3525,44.74775,43.7632857142857,42.982,42.20275,1459.50714285714,40.5,0,1663341796.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,6.64908195121951,14.8775698954704,1.48097684257058,0,6.1036343902439,0.00060020905922236,0.00193104678901579,1,1,2,"1/2",2.84437,2.7102,0.0692745,0.0676746,0.0909486,0.0701313,25972.2,22763.9,24979.3,23787.1,38793.6,36623.9,45198.1,42448.7,1.7613,1.82605,0.00848621,0,26.4302,999.9,46.93,31.945,24.6647,54.1918,44.9038,1,0.138471,1.27852,20.2417,5.23346,11.992,4.9557,3.30393,9999,9999,540.1,9999,1.86828,1.86401,1.87155,1.86249,1.86188,1.86829,1.85852,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.318,0.1438,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722363.3,27722363.3,0.748291,2.40845,1.44775,2.30713,1.44409,2.33276,36.5051,15.5855,18,426.952,452.659,24.9989,29.2883,30,29.1738,29.1516,14.9706,56.5787,0,25,265.336,14.1386,95.6297,99.7862,"post_heatwave"
"201",201,1663341801.5,3835.40000009537,2022-09-16 10:23:21,10:23:21,5,"136","gibson",1663341794.01852,0.00519075748937603,5.19075748937603,10.6294046791813,305.613801408701,236.59709693539,21.4512590792842,27.7087120558085,0.293104914769393,2.75606057314419,0.276823212762353,0.17440194242448,241.746900666667,27.479415741791,26.5659,3.48891539755317,50.1853807635924,1.83877679360412,3.66396899978904,1.65013860394905,-228.912405281483,123.835473156552,9.69519665234416,146.36516519408,-8.68853358033272,5.19163170211405,10.6294046791813,287.263386994301,289.706545454545,-3.16574278578382,67.0308063380472,5.19075748937603,14.1772461215829,20.2791462332301,-1.21744906364238e-05,103.549961004967,3,1,1,0,47648,1500.01222222222,1261.22526666667,0.840809993400054,0.161163287262104,6,0.5,"0: Broadleaf",2,TRUE,1663341794.01852,305.613814814815,297.09262962963,20.2808259259259,14.178,305.294740740741,20.1369777777778,500.064185185185,90.5658074074074,0.0999672666666667,27.3993333333333,26.5659,999.9,0,0,9984.18518518518,0,173.813407407407,8.52123481481481,311.940259259259,301.365296296296,6.1028362962963,297.09262962963,14.178,1.83675,1.28404185185185,16.1030925925926,10.6133481481481,1500.01222222222,0.972999740740741,0.0270003555555555,0,2.6466,0,11232.7925925926,12499.8481481481,42.3306666666667,44.7266666666667,43.75,42.9603333333333,42.1963333333333,1459.51222222222,40.5,0,1663341801.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,7.7043645,11.9286144090056,1.16935707535583,0,6.102971,-0.00779459662288683,0.00222373874364771,1,1,2,"1/2",2.84489,2.70982,0.0662698,0.0643344,0.0909485,0.0701353,26056.1,22846.3,24979.3,23787.9,38793.8,36624.7,45198.4,42450,1.76197,1.8256,0.00838935,0,26.4207,999.9,46.93,31.945,24.6662,54.2918,44.4471,1,0.138453,1.27077,20.2416,5.23331,11.992,4.95555,3.30385,9999,9999,540.1,9999,1.86829,1.864,1.87151,1.86249,1.86188,1.86829,1.85852,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.316,0.1438,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722363.4,27722363.4,0.715332,2.41699,1.44775,2.30713,1.44409,2.30713,36.5051,15.5855,18,427.339,452.379,24.9985,29.2863,29.9999,29.1738,29.1516,14.3135,56.5787,0,25,251.898,14.1386,95.6301,99.7892,"post_heatwave"
